recno,HD,HR,HIP,Fl,Bayer,Cst,SimbadName
1178,57061,2782,35415,30,tau,CMa,HD  57061
1179,57066,,35726,20,,Lyn,HD  57066
1180,57102,2783,35783,19,,Lyn,HD  57102
1181,57103,2784,35785,19,,Lyn,HD  57103
1182,57150,2787,35363,,v01,Pup,HD  57150
1183,57167,2788,35487,,R,CMa,HD  57167
1184,57197,2789,35347,,M,Pup,HD  57197
1185,57219,2790,35406,,v02,Pup,HD  57219
1186,57240,2791,35393,,F,Pup,HD  57240
1187,57264,2793,35710,65,,Aur,HD  57264
1188,57423,2795,35699,56,,Gem,HD  57423
1189,57623,2803,35228,,del,Vol,HD  57623
1190,57669,2805,35907,66,,Aur,HD  57669
1191,57727,2808,35846,57,A,Gem,HD  57727
1192,57744,2810,35842,58,,Gem,HD  57744
1193,57927,2816,35941,59,,Gem,HD  57927
1194,58142,2818,36145,21,,Lyn,HD  58142
1195,58187,2820,35987,1,,CMi,HD  58187
1196,58207,2821,36046,60,iot,Gem,HD  58207
1197,58350,2827,35904,31,eta,CMa,HD  58350
1198,58367,2828,36041,2,eps,CMi,HD  58367
1199,58579,2837,36156,61,,Gem,HD  58579
1200,58715,2845,36188,3,bet,CMi,HD  58715
1201,58728,2846,36238,63,,Gem,HD  58728
1202,58855,2849,36439,22,,Lyn,HD  58855
1203,58923,2851,36265,5,eta,CMi,HD  58923
1204,58946,2852,36366,62,rho,Gem,HD  58946
1205,58972,2854,36284,4,gam,CMi,HD  58972
1206,59037,2857,36393,64,,Gem,HD  59037
1207,59148,2861,36429,65,b,Gem,HD  59148
1208,59294,2864,36425,6,,CMi,HD  59294
1209,59635,2875,36363,,y,Pup,HD  59635
1210,59693,,36521,,U,Mon,HD  59693
1211,59717,2878,36377,,sig,Pup,HD  59717
1212,59881,2880,36641,7,del01,CMi,HD  59881
1213,60107,2886,36760,68,,Gem,HD  60107
1214,60111,2887,36723,8,del02,CMi,HD  60111
1216,60179,2891,36850,66,alf,Gem,HD  60179
1217,60357,2901,36812,9,del03,CMi,HD  60357
1218,60522,2905,36962,69,ups,Gem,HD  60522
1219,60584,2909,36817,,n,Pup,HD  60584
1221,60606,2911,36778,,z,Pup,HD  60606
1222,60816,2919,36039,,eps,Men,HD  60816
1223,60863,2922,36917,,p,Pup,HD  60863
1224,60986,2924,37204,70,,Gem,HD  60986
1225,61064,2927,37088,25,,Mon,HD  61064
1226,61106,2929,37406,23,,Lyn,HD  61106
1227,61110,2930,37265,71,omi,Gem,HD  61110
1228,61248,2934,36942,,Q,Car,HD  61248
1229,61330,2937,37096,,f,Pup,HD  61330
1230,61338,2938,37300,74,f,Gem,HD  61338
1231,61391,2940,37043,,y02,Pup,HD  61391
1232,61421,2943,37279,10,alf,CMi,HD  61421
1233,61429,2944,37173,,m,Pup,HD  61429
1234,61497,2946,37609,24,,Lyn,HD  61497
1235,61555,2948,37229,,kap01,Pup,HD  61555
1237,61641,2954,37223,,e,Pup,HD  61641
1238,61715,2957,37174,,y03,Pup,HD  61715
1239,61772,2959,37379,140,,Pup,HD  61772
1240,61831,2961,37297,,d01,Pup,HD  61831
1241,61878,2963,37322,,d02,Pup,HD  61878
1242,61899,2964,37329,,d03,Pup,HD  61899
1243,61925,2968,37345,,d04,Pup,HD  61925
1244,61935,2970,37447,26,alf,Mon,HD  61935
1245,62044,2973,37629,75,sig,Gem,HD  62044
1246,62066,2975,37949,51,,Cam,HD  62066
1247,62140,2977,37934,49,,Cam,HD  62140
1248,62285,2983,37704,76,c,Gem,HD  62285
1249,62345,2985,37740,77,kap,Gem,HD  62345
1250,62509,2990,37826,78,bet,Gem,HD  62509
1251,62510,2991,37811,79,,Gem,HD  62510
1252,62576,2993,37648,1,,Pup,HD  62576
1253,62623,2996,37677,3,l,Pup,HD  62623
1254,62713,3002,37664,,W,Pup,HD  62713
1255,62721,3003,37908,81,g,Gem,HD  62721
1256,62832,3008,37921,11,,CMi,HD  62832
1257,62863,3009,37842,2,,Pup,HD  62863
1258,62864,3010,37843,2,,Pup,HD  62864
1259,62898,3013,38016,80,pi.,Gem,HD  62898
1260,62952,3015,37891,4,,Pup,HD  62952
1261,63032,3017,37819,,c,Pup,HD  63032
1262,63077,3018,37853,171,,Pup,HD  63077
1263,63208,3021,38106,82,,Gem,HD  63208
1264,63295,3024,37504,,zet,Vol,HD  63295
1265,63336,3029,38048,5,,Pup,HD  63336
1266,63462,3034,38070,,omi,Pup,HD  63462
1267,63660,3043,38146,188,,Pup,HD  63660
1268,63697,3044,38211,6,,Pup,HD  63697
1269,63700,3045,38170,7,ksi,Pup,HD  63700
1270,63744,3046,38089,,Q,Pup,HD  63744
1271,63922,3055,38164,,P,Pup,HD  63922
1272,63975,3059,38373,13,zet,CMi,HD  63975
1273,64077,3063,38372,8,,Pup,HD  64077
1274,64096,3064,38382,9,,Pup,HD  64096
1275,64106,3065,38623,25,,Lyn,HD  64106
1276,64144,3066,38639,26,,Lyn,HD  64144
1277,64145,3067,38538,83,phi,Gem,HD  64145
1278,64238,3073,38427,10,,Pup,HD  64238
1279,64379,3079,38423,212,,Pup,HD  64379
1280,64440,3080,38414,,a,Pup,HD  64440
1281,64503,3084,38455,,b,Pup,HD  64503
1282,64648,3086,38722,85,,Gem,HD  64648
1283,64760,3090,38518,,J,Pup,HD  64760
1284,64960,3095,38848,1,,Cnc,HD  64960
1285,65228,3102,38835,11,j,Pup,HD  65228
1286,65339,3109,39261,53,,Cam,HD  65339
1287,65345,3110,38962,14,,CMi,HD  65345
1288,65456,3113,38901,,chi,Pup,HD  65456
1289,65551,3116,38872,,N,Pup,HD  65551
1290,65575,3117,38827,,chi,Car,HD  65575
1291,65626,3119,39348,54,,Cam,HD  65626
1292,65685,3121,38917,,O,Pup,HD  65685
1293,65695,3122,39079,27,,Mon,HD  65695
1294,65699,3123,39023,12,,Pup,HD  65699
1295,65714,3124,39191,2,ome,Cnc,HD  65714
1296,65759,3128,39177,3,,Cnc,HD  65759
1297,65818,3129,38957,,V,Pup,HD  65818
1298,65856,3132,39263,4,,Cnc,HD  65856
1299,65873,3134,39236,5,,Cnc,HD  65873
1300,65953,3141,39211,28,,Mon,HD  65953
1301,66141,3145,39311,,G,CMi,HD  66141
1302,66216,3149,39424,,chi,Gem,HD  66216
1303,66591,3159,39138,,D,Car,HD  66591
1304,66664,3163,39567,8,,Cnc,HD  66664
1305,66811,3165,39429,,zet,Pup,HD  66811
1306,66824,3167,39722,28,,Lyn,HD  66824
1307,66834,3168,39524,14,,Pup,HD  66834
1308,66875,3169,39659,9,,Cnc,HD  66875
1309,67006,3173,39847,27,,Lyn,HD  67006
1310,67228,3176,39780,10,mu.,Cnc,HD  67228
1311,67447,3182,40215,55,,Cam,HD  67447
1312,67483,3184,39874,12,,Cnc,HD  67483
1313,67523,3185,39757,15,rho,Pup,HD  67523
1314,67594,3188,39863,29,zet,Mon,HD  67594
1315,67690,,40007,13,psi01,Cnc,HD  67690
1316,67767,3191,40023,14,psi,Cnc,HD  67767
1317,67797,3192,39906,16,,Pup,HD  67797
1318,68146,3202,40035,18,,Pup,HD  68146
1320,68256,3209,40167,16,zet02,Cnc,HD  68256
1321,68257,3208,40167,16,zet01,Cnc,HD  68257
1322,68273,3207,39953,,gam02,Vel,HD  68273
1323,68290,3211,40084,19,,Pup,HD  68290
1324,68351,3215,40240,15,,Cnc,HD  68351
1325,68456,3220,39903,,B,Car,HD  68456
1326,68457,3221,40474,56,,Cam,HD  68457
1327,68520,3223,39794,,eps,Vol,HD  68520
1328,68553,3225,40091,,h01,Pup,HD  68553
1329,68752,3229,40259,20,,Pup,HD  68752
1330,68808,3232,40155,,AH,Vel,HD  68808
1331,68930,3235,40646,29,,Lyn,HD  68930
1332,68980,3237,40274,,r,Pup,HD  68980
1333,69142,3243,40326,,h02,Pup,HD  69142
1334,69148,3245,40772,57,,Cam,HD  69148
1335,69194,3247,40282,16,,Vel,HD  69194
1337,69267,3249,40526,17,bet,Cnc,HD  69267
1338,69548,3254,40875,30,,Lyn,HD  69548
1339,69665,3257,40604,21,,Pup,HD  69665
1340,69863,3260,40429,,C,Car,HD  69863
1341,69897,3262,40843,18,chi,Cnc,HD  69897
1342,70011,3268,40881,19,lam,Cnc,HD  70011
1343,70060,3270,40706,,q,Pup,HD  70060
1344,70272,3275,41075,31,,Lyn,HD  70272
1345,70555,3282,40945,,w,Pup,HD  70555
1346,70569,3284,41117,20,d01,Cnc,HD  70569
1347,70673,3289,41067,22,,Pup,HD  70673
1348,70734,3290,41163,21,,Cnc,HD  70734
1349,70930,3294,41039,,B,Vel,HD  70930
1350,70958,3297,41211,1,,Hya,HD  70958
1351,71030,3299,41319,25,d02,Cnc,HD  71030
1352,71046,3301,40817,,kap01,Vol,HD  71046
1353,71066,3302,40834,,kap02,Vol,HD  71066
1354,71093,3304,41377,22,phi01,Cnc,HD  71093
1355,71129,3307,41037,,eps,Car,HD  71129
1356,71150,3310,41404,23,phi02,Cnc,HD  71150
1358,71152,3312,41389,24,,Cnc,HD  71152
1360,71155,3314,41307,,C,Hya,HD  71155
1361,71243,3318,40702,,alf,Cha,HD  71243
1362,71250,3319,41400,27,,Cnc,HD  71250
1363,71297,3321,41375,2,,Hya,HD  71297
1364,71369,3323,41704,1,omi,UMa,HD  71369
1365,71496,3329,41574,28,,Cnc,HD  71496
1366,71555,3333,41578,29,,Cnc,HD  71555
1367,71576,3334,41003,,eta,Vol,HD  71576
1368,71701,3340,40888,,the,Cha,HD  71701
1369,71878,3347,41312,,bet,Vol,HD  71878
1370,71935,3350,41483,,F,Vel,HD  71935
1371,72037,3354,42080,2,A,UMa,HD  72037
1372,72041,3355,41816,30,ups01,Cnc,HD  72041
1373,72094,3357,41822,31,the,Cnc,HD  72094
1374,72108,3358,41616,,A,Vel,HD  72108
1375,72291,3365,41975,32,,Lyn,HD  72291
1376,72292,3366,41909,33,eta,Cnc,HD  72292
1377,72324,3369,41940,32,ups02,Cnc,HD  72324
1378,72359,3372,41904,34,,Cnc,HD  72359
1379,72524,3377,42090,33,,Lyn,HD  72524
1380,72779,3387,42133,35,,Cnc,HD  72779
1381,72905,3391,42438,3,pi.01,UMa,HD  72905
1382,72968,3398,42146,3,,Hya,HD  72968
1383,73108,3403,42527,4,pi.02,UMa,HD  73108
1384,73143,3406,42265,36,c,Cnc,HD  73143
1385,73155,3407,42088,,C,Vel,HD  73155
1386,73262,3410,42313,4,del,Hya,HD  73262
1387,73316,3412,42353,37,,Cnc,HD  73316
1388,73340,3413,42177,,E,Vel,HD  73340
1389,73389,3414,42134,,e02,Car,HD  73389
1390,73390,3415,42129,,e01,Car,HD  73390
1391,73471,3418,42402,5,sig,Hya,HD  73471
1392,73495,3420,42334,,eta,Pyx,HD  73495
1393,73575,,42485,38,,Cnc,HD  73575
1394,73593,3422,42604,34,,Lyn,HD  73593
1395,73634,3426,42312,,e,Vel,HD  73634
1396,73665,3427,42516,39,,Cnc,HD  73665
1397,73666,,42523,40,,Cnc,HD  73666
1398,73731,3429,42556,41,eps,Cnc,HD  73731
1399,73785,,42578,42,,Cnc,HD  73785
1400,73840,3431,42509,6,a,Hya,HD  73840
1401,73898,3433,42483,,zet,Pyx,HD  73898
1402,74006,3438,42515,,bet,Pyx,HD  74006
1403,74137,3441,42662,9,,Hya,HD  74137
1404,74180,3445,42570,,b,Vel,HD  74180
1405,74195,3447,42536,,omi,Vel,HD  74195
1406,74198,3449,42806,43,gam,Cnc,HD  74198
1407,74228,3450,42795,45,A01,Cnc,HD  74228
1408,74272,3452,42624,,n,Vel,HD  74272
1409,74280,3454,42799,7,eta,Hya,HD  74280
1410,74375,3457,42568,,d,Car,HD  74375
1411,74395,3459,42835,,F,Hya,HD  74395
1412,74405,3460,42425,,the,Vol,HD  74405
1413,74442,3461,42911,47,del,Cnc,HD  74442
1414,74485,3464,42954,46,,Cnc,HD  74485
1415,74521,3465,42917,49,b,Cnc,HD  74521
1416,74575,3468,42828,,alf,Pyx,HD  74575
1417,74591,3469,42931,10,,Hya,HD  74591
1418,74738,3474,43100,48,iot,Cnc,HD  74738
1419,74739,3475,43103,48,iot,Cnc,HD  74739
1420,74753,3476,42834,,D,Vel,HD  74753
1421,74772,3477,42884,,d,Vel,HD  74772
1422,74873,3481,43121,50,A02,Cnc,HD  74873
1423,74874,3482,43109,11,eps,Hya,HD  74874
1424,74918,3484,43067,12,D,Hya,HD  74918
1425,74956,3485,42913,,del,Vel,HD  74956
1426,75063,3487,43023,,a,Vel,HD  75063
1427,75137,3492,43234,13,rho,Hya,HD  75137
1428,75311,3498,43105,,f,Car,HD  75311
1429,75333,3500,43305,14,,Hya,HD  75333
1430,75416,3502,42637,,eta,Cha,HD  75416
1431,75486,3505,43644,5,b,UMa,HD  75486
1432,75506,3508,43531,35,,Lyn,HD  75506
1433,75528,3510,43454,54,,Cnc,HD  75528
1434,75558,,43463,52,,Cnc,HD  75558
1435,75630,3514,43325,,h,Vel,HD  75630
1436,75691,3518,43409,,gam,Pyx,HD  75691
1437,75698,3519,43584,51,sig01,Cnc,HD  75698
1438,75710,3520,43347,,g,Vel,HD  75710
1439,75716,3521,43575,53,,Cnc,HD  75716
1440,75732,3522,43587,55,rho01,Cnc,HD  75732
1441,75737,3523,43496,15,,Hya,HD  75737
1442,75747,3524,42794,9,,Cha,HD  75747
1443,75821,3527,43413,,f,Vel,HD  75821
1444,75958,3531,43903,6,,UMa,HD  75958
1445,75959,3532,43721,57,,Cnc,HD  75959
1446,76219,3540,43834,58,rho02,Cnc,HD  76219
1447,76221,3541,43811,,X,Cnc,HD  76221
1448,76294,3547,43813,16,zet,Hya,HD  76294
1449,76351,3550,43851,60,,Cnc,HD  76351
1450,76369,3552,43822,17,,Hya,HD  76369
1452,76398,3555,43932,59,sig02,Cnc,HD  76398
1453,76483,3556,43825,,del,Pyx,HD  76483
1454,76543,3561,43970,62,omi01,Cnc,HD  76543
1455,76572,3563,44031,61,,Cnc,HD  76572
1456,76582,3565,44001,63,omi02,Cnc,HD  76582
1457,76644,3569,44127,9,iot,UMa,HD  76644
1458,76728,3571,43783,,c,Car,HD  76728
1459,76756,3572,44066,65,alf,Cnc,HD  76756
1460,76805,3574,43878,,H,Vel,HD  76805
1461,76813,3575,44154,64,sig03,Cnc,HD  76813
1462,76827,3576,44390,8,rho,UMa,HD  76827
1463,76943,3579,44248,10,,UMa,HD  76943
1464,77002,3582,43937,,b01,Car,HD  77002
1465,77104,3587,44307,66,,Cnc,HD  77104
1466,77190,3589,44342,67,,Cnc,HD  77190
1467,77258,3591,44191,,w,Vel,HD  77258
1468,77327,3594,44471,12,kap,UMa,HD  77327
1469,77350,3595,44405,69,nu.,Cnc,HD  77350
1470,77370,3598,44143,,b02,Car,HD  77370
1471,77557,3601,44512,70,,Cnc,HD  77557
1472,77800,3609,44857,11,sig01,UMa,HD  77800
1473,77996,3613,44659,18,ome,Hya,HD  77996
1474,78004,3614,44511,,c,Vel,HD  78004
1475,78045,3615,44382,,alf,Vol,HD  78045
1476,78154,3616,45038,13,sig02,UMa,HD  78154
1477,78209,3619,44901,15,f,UMa,HD  78209
1478,78235,3621,44818,72,tau,Cnc,HD  78235
1479,78316,3623,44798,76,kap,Cnc,HD  78316
1480,78347,,44838,74,,Cnc,HD  78347
1481,78362,3624,45075,14,tau,UMa,HD  78362
1483,78418,3626,44892,75,,Cnc,HD  78418
1484,78515,3627,44946,77,ksi,Cnc,HD  78515
1485,78541,3628,44824,,kap,Pyx,HD  78541
1486,78556,3630,44883,19,,Hya,HD  78556
1487,78647,3634,44816,,lam,Vel,HD  78647
1488,78712,3639,45058,,RS,Cnc,HD  78712
1489,78715,3640,45033,79,,Cnc,HD  78715
1490,78732,3641,44961,20,,Hya,HD  78732
1491,78764,3642,44626,,E,Car,HD  78764
1492,78791,3643,44599,,G,Car,HD  78791
1493,78922,3644,45001,,eps,Pyx,HD  78922
1494,79009,,45153,80,,Cnc,HD  79009
1495,79028,3648,45333,16,c,UMa,HD  79028
1496,79096,3650,45170,81,,Cnc,HD  79096
1497,79158,3652,45290,36,,Lyn,HD  79158
1498,79193,3655,45184,21,,Hya,HD  79193
1499,79351,3659,45080,,a,Car,HD  79351
1500,79354,3660,45455,17,,UMa,HD  79354
1501,79439,3662,45493,18,e,UMa,HD  79439
1502,79447,3663,45101,,i,Car,HD  79447
1503,79469,3665,45336,22,the,Hya,HD  79469
1504,79554,3669,45410,82,pi.,Cnc,HD  79554
1505,79735,3674,45344,,z,Vel,HD  79735
1506,79807,3677,45386,,k01,Vel,HD  79807
1507,79837,3678,43908,,zet,Oct,HD  79837
1508,79910,3681,45527,23,,Hya,HD  79910
1509,79917,3682,45439,,l,Vel,HD  79917
1510,79931,3683,45526,24,,Hya,HD  79931
1511,79940,3684,45448,,k,Vel,HD  79940
1512,80007,3685,45238,,bet,Car,HD  80007
1513,80081,3690,45688,38,,Lyn,HD  80081
1514,80105,,45588,25,,Hya,HD  80105
1515,80218,,45699,83,,Cnc,HD  80218
1516,80230,3696,45496,,g,Car,HD  80230
1517,80290,3697,45836,37,,Lyn,HD  80290
1518,80404,3699,45556,,iot,Car,HD  80404
1519,80456,3703,45631,,K,Vel,HD  80456
1520,80493,3705,45860,40,alf,Lyn,HD  80493
1521,80499,3706,45751,26,,Hya,HD  80499
1522,80586,3709,45811,27,P,Hya,HD  80586
1523,80874,3718,45902,,the,Pyx,HD  80874
1524,81101,3728,45856,,k,Car,HD  81101
1525,81146,3731,46146,1,kap,Leo,HD  81146
1526,81169,3733,46026,,lam,Pyx,HD  81169
1527,81188,3734,45941,,kap,Vel,HD  81188
1528,81420,3738,46221,28,,Hya,HD  81420
1529,81688,3743,46471,41,,Lyn,HD  81688
1530,81728,3744,46365,29,,Hya,HD  81728
1531,81797,3748,46390,30,alf,Hya,HD  81797
1532,81799,3749,46371,,G,Hya,HD  81799
1533,81848,3753,46283,,I,Vel,HD  81848
1534,81858,3754,46454,2,ome,Leo,HD  81858
1535,81873,3755,46457,3,,Leo,HD  81873
1536,81937,3757,46733,23,h,UMa,HD  81937
1537,81997,3759,46509,31,tau01,Hya,HD  81997
1538,82087,3764,46652,7,,LMi,HD  82087
1539,82150,3765,46515,,eps,Ant,HD  82150
1540,82189,3768,47013,22,,UMa,HD  82189
1541,82198,3769,46735,8,,LMi,HD  82198
1542,82210,3771,46977,24,d,UMa,HD  82210
1543,82308,3773,46750,4,lam,Leo,HD  82308
1544,82328,3775,46853,25,the,UMa,HD  82328
1545,82381,3779,46774,6,h,Leo,HD  82381
1546,82383,3780,46657,,zet01,Ant,HD  82383
1548,82395,3782,46771,5,ksi,Leo,HD  82395
1549,82434,3786,46651,,psi,Vel,HD  82434
1550,82446,3787,46776,32,tau02,Hya,HD  82446
1551,82513,3789,46734,,zet02,Ant,HD  82513
1552,82522,3791,46904,9,,LMi,HD  82522
1553,82554,3795,46107,,iot,Cha,HD  82554
1554,82621,3799,47006,26,,UMa,HD  82621
1555,82635,3800,46952,10,,LMi,HD  82635
1556,82668,3803,46701,,N,Vel,HD  82668
1557,82870,3814,46982,33,A,Hya,HD  82870
1558,82885,3815,47080,11,,LMi,HD  82885
1560,83023,3818,47096,7,,Leo,HD  83023
1561,83058,3819,46950,,L,Vel,HD  83058
1562,83095,3821,46741,,H,Car,HD  83095
1563,83183,3825,46974,,h,Car,HD  83183
1564,83189,3826,47189,8,,Leo,HD  83189
1565,83240,3827,47205,10,,Leo,HD  83240
1566,83273,,47247,9,,Leo,HD  83273
1567,83287,3829,47300,42,,Lyn,HD  83287
1568,83343,,47266,11,,Leo,HD  83343
1569,83373,3832,47249,34,,Hya,HD  83373
1570,83425,3834,47310,2,,Sex,HD  83425
1571,83446,3836,47175,,M,Vel,HD  83446
1572,83506,3839,47654,27,,UMa,HD  83506
1573,83548,3842,47267,,y,Vel,HD  83548
1574,83618,3845,47431,35,iot,Hya,HD  83618
1575,83650,3846,47427,37,,Hya,HD  83650
1576,83754,3849,47452,38,kap,Hya,HD  83754
1577,83805,3851,47570,43,,Lyn,HD  83805
1578,83808,3852,47508,14,omi,Leo,HD  83808
1580,83821,3853,47550,13,,Leo,HD  83821
1581,83944,3856,47391,,m,Car,HD  83944
1582,83951,3857,47631,13,,LMi,HD  83951
1583,83953,3858,47522,,I,Hya,HD  83953
1584,83979,3860,46928,,zet,Cha,HD  83979
1585,84107,3861,47701,15,f,Leo,HD  84107
1586,84179,3865,47911,28,,UMa,HD  84179
1587,84194,3866,47723,16,psi,Leo,HD  84194
1588,84335,3870,47965,44,,Lyn,HD  84335
1589,84367,3871,47758,,the,Ant,HD  84367
1590,84441,3873,47908,17,eps,Leo,HD  84441
1591,84453,,47973,14,,LMi,HD  84453
1592,84461,3875,47717,,O,Vel,HD  84461
1593,84561,3877,47959,18,,Leo,HD  84561
1594,84722,3880,48029,19,,Leo,HD  84722
1595,84737,3881,48113,15,,LMi,HD  84737
1597,84810,3884,47854,,l,Car,HD  84810
1598,84999,3888,48319,29,ups,UMa,HD  84999
1599,85029,,48256,16,,LMi,HD  85029
1600,85040,3889,48218,20,,Leo,HD  85040
1601,85123,3890,48002,,ups,Car,HD  85123
1603,85217,3893,48273,4,,Sex,HD  85217
1604,85235,3894,48402,30,phi,UMa,HD  85235
1605,85268,3896,48324,23,,Leo,HD  85268
1606,85355,3898,48224,,u,Vel,HD  85355
1607,85364,3899,48341,6,,Sex,HD  85364
1608,85376,3900,48390,22,g,Leo,HD  85376
1609,85396,3902,47956,,nu.,Cha,HD  85396
1610,85444,3903,48356,39,ups01,Hya,HD  85444
1611,85503,3905,48455,24,mu.,Leo,HD  85503
1612,85504,3906,48414,7,,Sex,HD  85504
1613,85558,3909,48437,8,gam,Sex,HD  85558
1614,85622,3912,48374,,m,Vel,HD  85622
1615,85762,,48552,9,,Sex,HD  85762
1616,85795,3917,48682,31,,UMa,HD  85795
1617,86012,,48742,18,,LMi,HD  86012
1618,86146,3928,48833,19,,LMi,HD  86146
1619,86360,3937,48883,27,nu.,Leo,HD  86360
1620,86440,3940,48774,,phi,Vel,HD  86440
1621,86611,3945,48990,12,,Sex,HD  86611
1622,86629,3947,48926,,eta,Ant,HD  86629
1624,86663,3950,49029,29,pi.,Leo,HD  86663
1625,86728,3951,49081,20,,LMi,HD  86728
1626,87301,3961,49329,13,,Sex,HD  87301
1627,87504,3970,49402,40,ups02,Hya,HD  87504
1628,87682,3973,49530,14,,Sex,HD  87682
1629,87696,3974,49593,21,,LMi,HD  87696
1630,87737,3975,49583,30,eta,Leo,HD  87737
1631,87837,3980,49637,31,A,Leo,HD  87837
1632,87887,3981,49641,15,alf,Sex,HD  87887
1633,87901,3982,49669,32,alf,Leo,HD  87901
1634,87971,3983,49065,,mu.,Cha,HD  87971
1635,88195,3989,49812,17,,Sex,HD  88195
1636,88206,3990,49712,,Q,Vel,HD  88206
1637,88284,3994,49841,41,lam,Hya,HD  88284
1638,88333,3996,49865,18,,Sex,HD  88333
1639,88351,3997,49326,,mu.02,Cha,HD  88351
1640,88355,3998,49929,34,,Leo,HD  88355
1641,88366,3999,49751,,S,Car,HD  88366
1642,88547,4004,50027,19,,Sex,HD  88547
1643,88651,4008,50222,,U,UMa,HD  88651
1644,88697,,50100,20,,Sex,HD  88697
1645,88764,,50140,21,,Sex,HD  88764
1646,88786,4014,50218,22,,LMi,HD  88786
1647,88955,4023,50191,,q,Vel,HD  88955
1648,88960,4024,50303,23,,LMi,HD  88960
1649,88981,4025,50083,,M,Car,HD  88981
1650,88983,4026,50448,32,,UMa,HD  88983
1651,88986,4027,50316,24,,LMi,HD  88986
1652,89010,4030,50319,35,,Leo,HD  89010
1653,89021,4033,50372,33,lam,UMa,HD  89021
1654,89025,4031,50335,36,zet,Leo,HD  89025
1655,89056,4035,50333,37,,Leo,HD  89056
1656,89080,4037,50099,,ome,Car,HD  89080
1657,89125,4039,50384,39,,Leo,HD  89125
1658,89254,4042,50414,22,eps,Sex,HD  89254
1659,89388,4050,50371,,q,Car,HD  89388
1660,89449,4054,50564,40,,Leo,HD  89449
1661,89484,4057,50583,41,gam01,Leo,HD  89484
1663,89688,4064,50684,23,,Sex,HD  89688
1664,89758,4069,50801,34,mu.,UMa,HD  89758
1665,89774,4070,50755,42,,Leo,HD  89774
1666,89890,4074,50676,,J,Vel,HD  89890
1667,89904,4075,50860,27,,LMi,HD  89904
1668,89962,4077,50851,43,,Leo,HD  89962
1669,89998,4080,50799,,r,Vel,HD  89998
1670,90040,4081,50935,28,,LMi,HD  90040
1671,90044,4082,50885,25,,Sex,HD  90044
1672,90250,,51047,29,,LMi,HD  90250
1673,90254,4088,51008,44,,Leo,HD  90254
1674,90264,4089,50847,,L,Car,HD  90264
1675,90277,4090,51056,30,,LMi,HD  90277
1676,90432,4094,51069,42,mu.,Hya,HD  90432
1677,90473,,51117,26,,Sex,HD  90473
1678,90485,,51135,27,,Sex,HD  90485
1679,90537,4100,51233,31,bet,LMi,HD  90537
1680,90569,4101,51213,45,,Leo,HD  90569
1681,90589,4102,50954,,I,Car,HD  90589
1682,90610,4104,51172,,alf,Ant,HD  90610
1683,90633,4106,51401,35,,UMa,HD  90633
1684,90772,4110,51192,,P,Car,HD  90772
1685,90839,4112,51459,36,,UMa,HD  90839
1686,90840,4113,51420,32,,LMi,HD  90840
1687,90853,4114,51232,,s,Car,HD  90853
1688,90882,4116,51362,29,del,Sex,HD  90882
1689,90972,4118,51376,,del,Ant,HD  90972
1690,90994,4119,51437,30,bet,Sex,HD  90994
1691,91011,,51451,31,,Sex,HD  91011
1692,91130,4124,51556,33,,LMi,HD  91130
1693,91232,4127,51585,46,,Leo,HD  91232
1694,91316,4133,51624,47,rho,Leo,HD  91316
1695,91324,4134,51523,,Y,Vel,HD  91324
1696,91355,4135,51561,,s,Vel,HD  91355
1697,91365,4137,51685,34,,LMi,HD  91365
1698,91369,,51614,,phi01,Hya,HD  91369
1699,91375,4138,51438,,K,Car,HD  91375
1700,91465,4140,51576,,p,Car,HD  91465
1701,91480,4141,51814,37,,UMa,HD  91480
1702,91504,4143,51635,,t,Vel,HD  91504
1703,91550,4145,51718,44,,Hya,HD  91550
1704,91612,4146,51775,48,,Leo,HD  91612
1705,91636,4148,51802,49,,Leo,HD  91636
1706,91752,4150,51914,35,,LMi,HD  91752
1707,91793,4153,51821,,U,Ant,HD  91793
1708,91880,4156,51905,,phi02,Hya,HD  91880
1709,91942,4159,51849,,r,Car,HD  91942
1710,92000,,52032,36,,LMi,HD  92000
1711,92055,4163,52009,,U,Hya,HD  92055
1712,92063,4164,51912,,t01,Car,HD  92063
1713,92125,4166,52098,37,,LMi,HD  92125
1714,92139,4167,51986,,p,Vel,HD  92139
1715,92168,4168,52139,38,,LMi,HD  92168
1716,92214,4171,52085,,phi,Hya,HD  92214
1717,92305,4174,51839,,gam,Cha,HD  92305
1718,92397,4177,52102,,t02,Car,HD  92397
1719,92424,4178,52353,38,,UMa,HD  92424
1720,92449,4180,52154,,x,Vel,HD  92449
1721,92588,4182,52316,33,,Sex,HD  92588
1722,92728,4187,52478,39,,UMa,HD  92728
1723,92749,,52401,34,,Sex,HD  92749
1725,92769,4189,52422,40,,LMi,HD  92769
1726,92825,4192,52457,41,,LMi,HD  92825
1727,92841,4193,52452,35,,Sex,HD  92841
1728,93030,4199,52419,,the,Car,HD  93030
1729,93070,4200,52468,,w,Car,HD  93070
1730,93075,,52650,40,,UMa,HD  93075
1731,93102,4201,52584,36,,Sex,HD  93102
1732,93132,4202,52685,41,,UMa,HD  93132
1733,93152,4203,52638,42,,LMi,HD  93152
1734,93244,4207,52660,37,,Sex,HD  93244
1735,93257,4208,52686,51,m,Leo,HD  93257
1736,93291,4209,52689,52,k,Leo,HD  93291
1738,93397,4214,52737,,b01,Hya,HD  93397
